ensembl_gene_id	entrezgene_id	external_gene_name	chromosome_name	description	gene_biotype
ENSG00000137720	64776	C11orf1	11	chromosome 11 open reading frame 1	protein_coding
ENSG00000109846	1410	CRYAB	11	crystallin alpha B	protein_coding
ENSG00000150764	85458	DIXDC1	11	DIX domain containing 1	protein_coding
ENSG00000150768	1737	DLAT	11	dihydrolipoamide S-acetyltransferase	protein_coding
ENSG00000150773	120379	PIH1D2	11	PIH1 domain containing 2	protein_coding
ENSG00000150776	55216	NKAPD1	11	NKAP domain containing 1	protein_coding
ENSG00000150779	26521	TIMM8B	11	translocase of inner mitochondrial membrane 8 homolog B	protein_coding
ENSG00000204370	6392	SDHD	11	succinate dehydrogenase complex subunit D	protein_coding
ENSG00000150782	3606	IL18	11	interleukin 18	protein_coding
ENSG00000150787	5805	PTS	11	6-pyruvoyltetrahydropterin synthase	protein_coding
ENSG00000250303	283140	LINC02762	11	long intergenic non-protein coding RNA 2762	lncRNA
ENSG00000086827	9183	ZW10	11	zw10 kinetochore protein	protein_coding
ENSG00000048028	57646	USP28	11	ubiquitin specific peptidase 28	protein_coding
ENSG00000109906	7704	ZBTB16	11	zinc finger and BTB domain containing 16	protein_coding
ENSG00000166741	4837	NNMT	11	nicotinamide N-methyltransferase	protein_coding
ENSG00000180425	54494	C11orf71	11	chromosome 11 open reading frame 71	protein_coding
ENSG00000076053	10179	RBM7	11	RNA binding motif protein 7	protein_coding
ENSG00000076043	25996	REXO2	11	RNA exonuclease 2	protein_coding
ENSG00000137656	84811	BUD13	11	BUD13 homolog	protein_coding
ENSG00000109917	8882	ZPR1	11	ZPR1 zinc finger	protein_coding
ENSG00000160584	23387	SIK3	11	SIK family kinase 3	protein_coding
ENSG00000168092	5049	PAFAH1B2	11	platelet activating factor acetylhydrolase 1b catalytic subunit 2	protein_coding
ENSG00000149577	51092	SIDT2	11	SID1 transmembrane family member 2	protein_coding
ENSG00000149591	6876	TAGLN	11	transgelin	protein_coding
ENSG00000160613	9159	PCSK7	11	proprotein convertase subtilisin/kexin type 7	protein_coding
ENSG00000167257	257160	RNF214	11	ring finger protein 214	protein_coding
ENSG00000186318	23621	BACE1	11	beta-secretase 1	protein_coding
ENSG00000278768	NA	BACE1-AS	11	BACE1 antisense RNA	lncRNA
ENSG00000110274	22897	CEP164	11	centrosomal protein 164	protein_coding
ENSG00000137731	486	FXYD2	11	FXYD domain containing ion transport regulator 2	protein_coding
ENSG00000149573	10205	MPZL2	11	myelin protein zero like 2	protein_coding
ENSG00000110344	9354	UBE4A	11	ubiquitination factor E4A	protein_coding
ENSG00000167283	10632	ATP5MG	11	ATP synthase membrane subunit g	protein_coding
ENSG00000118058	4297	KMT2A	11	lysine methyltransferase 2A	protein_coding
ENSG00000149582	84866	TMEM25	11	transmembrane protein 25	protein_coding
ENSG00000118096	56912	IFT46	11	intraflagellar transport 46	protein_coding
ENSG00000095139	372	ARCN1	11	archain 1	protein_coding
ENSG00000019144	23187	PHLDB1	11	pleckstrin homology like domain family B member 1	protein_coding
ENSG00000110367	1656	DDX6	11	DEAD-box helicase 6	protein_coding
ENSG00000186174	283149	BCL9L	11	BCL9 like	protein_coding
ENSG00000186166	338657	CCDC84	11	coiled-coil domain containing 84	protein_coding
ENSG00000118181	6230	RPS25	11	ribosomal protein S25	protein_coding
ENSG00000196655	51399	TRAPPC4	11	trafficking protein particle complex 4	protein_coding
ENSG00000137700	2542	SLC37A4	11	solute carrier family 37 member 4	protein_coding
ENSG00000149428	10525	HYOU1	11	hypoxia up-regulated 1	protein_coding
ENSG00000160695	55823	VPS11	11	VPS11 core subunit of CORVET and HOPS complexes	protein_coding
ENSG00000256269	3145	HMBS	11	hydroxymethylbilane synthase	protein_coding
ENSG00000188486	3014	H2AFX	11	H2A histone family member X	protein_coding
ENSG00000172269	1798	DPAGT1	11	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1	protein_coding
ENSG00000172375	9854	C2CD2L	11	C2CD2 like	protein_coding
ENSG00000172273	25988	HINFP	11	histone H4 transcription factor	protein_coding
ENSG00000160703	79671	NLRX1	11	NLR family member X1	protein_coding
ENSG00000248712	283152	CCDC153	11	coiled-coil domain containing 153	protein_coding
ENSG00000110395	867	CBL	11	Cbl proto-oncogene	protein_coding
ENSG00000076706	4162	MCAM	11	melanoma cell adhesion molecule	protein_coding
ENSG00000173456	79102	RNF26	11	ring finger protein 26	protein_coding
ENSG00000110400	5818	NECTIN1	11	nectin cell adhesion molecule 1	protein_coding
ENSG00000184232	220323	OAF	11	out at first homolog	protein_coding
ENSG00000181264	219902	TLCD5	11	TLC domain containing 5	protein_coding
ENSG00000196914	23365	ARHGEF12	11	Rho guanine nucleotide exchange factor 12	protein_coding
ENSG00000154114	219899	TBCEL	11	tubulin folding cofactor E like	protein_coding
ENSG00000109929	6309	SC5D	11	sterol-C5-desaturase	protein_coding
ENSG00000154127	84959	UBASH3B	11	ubiquitin associated and SH3 domain containing B	protein_coding
ENSG00000109971	3312	HSPA8	11	heat shock protein family A (Hsp70) member 8	protein_coding
ENSG00000166250	79827	CLMP	11	CXADR like membrane protein	protein_coding
ENSG00000023171	57476	GRAMD1B	11	GRAM domain containing 1B	protein_coding
ENSG00000166257	55800	SCN3B	11	sodium voltage-gated channel beta subunit 3	protein_coding
ENSG00000166261	7753	ZNF202	11	zinc finger protein 202	protein_coding
ENSG00000110002	4013	VWA5A	11	von Willebrand factor A domain containing 5A	protein_coding
ENSG00000154144	84897	TBRG1	11	transforming growth factor beta regulator 1	protein_coding
ENSG00000110013	54414	SIAE	11	sialic acid acetylesterase	protein_coding
ENSG00000064199	53340	SPA17	11	sperm autoantigenic protein 17	protein_coding
ENSG00000154146	4900	NRGN	11	neurogranin	protein_coding
ENSG00000149564	90952	ESAM	11	endothelial cell adhesion molecule	protein_coding
ENSG00000120458	79684	MSANTD2	11	Myb/SANT DNA binding domain containing 2	protein_coding
ENSG00000154134	64221	ROBO3	11	roundabout guidance receptor 3	protein_coding
ENSG00000154133	54538	ROBO4	11	roundabout guidance receptor 4	protein_coding
ENSG00000149548	80071	CCDC15	11	coiled-coil domain containing 15	protein_coding
ENSG00000134955	219855	SLC37A2	11	solute carrier family 37 member 2	protein_coding
ENSG00000150433	219854	TMEM218	11	transmembrane protein 218	protein_coding
ENSG00000149557	9638	FEZ1	11	fasciculation and elongation protein zeta 1	protein_coding
ENSG00000149547	9538	EI24	11	EI24 autophagy associated transmembrane protein	protein_coding
ENSG00000134910	3703	STT3A	11	STT3 oligosaccharyltransferase complex catalytic subunit A	protein_coding
ENSG00000149554	1111	CHEK1	11	checkpoint kinase 1	protein_coding
ENSG00000198331	219844	HYLS1	11	HYLS1 centriolar and ciliogenesis associated	protein_coding
ENSG00000110060	83480	PUS3	11	pseudouridine synthase 3	protein_coding
ENSG00000165526	84881	RPUSD4	11	RNA pseudouridine synthase D4	protein_coding
ENSG00000197798	79607	FAM118B	11	family with sequence similarity 118 member B	protein_coding
ENSG00000182934	6734	SRPRA	11	SRP receptor subunit alpha	protein_coding
ENSG00000110074	55572	FOXRED1	11	FAD dependent oxidoreductase domain containing 1	protein_coding
ENSG00000150455	114609	TIRAP	11	TIR domain containing adaptor protein	protein_coding
ENSG00000110063	28960	DCPS	11	decapping enzyme, scavenger	protein_coding
ENSG00000280832	NA	GSEC	11	G-quadruplex forming sequence containing lncRNA	lncRNA
ENSG00000110080	6484	ST3GAL4	11	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	protein_coding
ENSG00000134954	2113	ETS1	11	ETS proto-oncogene 1, transcription factor	protein_coding
ENSG00000151702	2313	FLI1	11	Fli-1 proto-oncogene, ETS transcription factor	protein_coding
ENSG00000254703	100507392	SENCR	11	smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA	lncRNA
ENSG00000134909	9743	ARHGAP32	11	Rho GTPase activating protein 32	protein_coding
ENSG00000170322	4798	NFRKB	11	nuclear factor related to kappaB binding protein	protein_coding
ENSG00000084234	334	APLP2	11	amyloid beta precursor like protein 2	protein_coding
ENSG00000196323	29068	ZBTB44	11	zinc finger and BTB domain containing 44	protein_coding
ENSG00000120451	399979	SNX19	11	sorting nexin 19	protein_coding
ENSG00000182667	50863	NTM	11	neurotrimin	protein_coding
ENSG00000166086	83700	JAM3	11	junctional adhesion molecule 3	protein_coding
ENSG00000151503	23310	NCAPD3	11	non-SMC condensin II complex subunit D3	protein_coding
ENSG00000151502	112936	VPS26B	11	VPS26, retromer complex component B	protein_coding
ENSG00000151500	29087	THYN1	11	thymocyte nuclear protein 1	protein_coding
ENSG00000151498	27034	ACAD8	11	acyl-CoA dehydrogenase family member 8	protein_coding
ENSG00000015171	10771	ZMYND11	10	zinc finger MYND-type containing 11	protein_coding
ENSG00000151240	22982	DIP2C	10	disco interacting protein 2 homolog C	protein_coding
ENSG00000107929	23185	LARP4B	10	La ribonucleoprotein domain family member 4B	protein_coding
ENSG00000107937	23560	GTPBP4	10	GTP binding protein 4	protein_coding
ENSG00000067064	3422	IDI1	10	isopentenyl-diphosphate delta isomerase 1	protein_coding
ENSG00000047056	22884	WDR37	10	WD repeat domain 37	protein_coding
ENSG00000067057	5214	PFKP	10	phosphofructokinase, platelet	protein_coding
ENSG00000107959	10531	PITRM1	10	pitrilysin metallopeptidase 1	protein_coding
ENSG00000067082	1316	KLF6	10	Kruppel like factor 6	protein_coding
ENSG00000233117	NA	LINC00702	10	long intergenic non-protein coding RNA 702	lncRNA
ENSG00000231298	NA	MANCR	10	mitotically associated long non coding RNA	lncRNA
ENSG00000165568	83592	AKR1E2	10	aldo-keto reductase family 1 member E2	protein_coding
ENSG00000151632	1646	AKR1C2	10	aldo-keto reductase family 1 member C2	protein_coding
ENSG00000196139	8644	AKR1C3	10	aldo-keto reductase family 1 member C3	protein_coding
ENSG00000173848	10276	NET1	10	neuroepithelial cell transforming 1	protein_coding
ENSG00000196372	79754	ASB13	10	ankyrin repeat and SOCS box containing 13	protein_coding
ENSG00000108021	54906	TASOR2	10	transcription activation suppressor family member 2	protein_coding
ENSG00000057608	2665	GDI2	10	GDP dissociation inhibitor 2	protein_coding
ENSG00000134461	54522	ANKRD16	10	ankyrin repeat domain 16	protein_coding
ENSG00000134452	84893	FBH1	10	F-box DNA helicase 1	protein_coding
ENSG00000134470	3601	IL15RA	10	interleukin 15 receptor subunit alpha	protein_coding
ENSG00000134453	84991	RBM17	10	RNA binding motif protein 17	protein_coding
ENSG00000170525	5209	PFKFB3	10	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	protein_coding
ENSG00000151657	22944	KIN	10	Kin17 DNA and RNA binding protein	protein_coding
ENSG00000165629	509	ATP5F1C	10	ATP synthase F1 subunit gamma	protein_coding
ENSG00000165632	83860	TAF3	10	TATA-box binding protein associated factor 3	protein_coding
ENSG00000225383	207107	SFTA1P	10	surfactant associated 1, pseudogene	lncRNA
ENSG00000048740	10659	CELF2	10	CUGBP Elav-like family member 2	protein_coding
ENSG00000148429	9712	USP6NL	10	USP6 N-terminal like	protein_coding
ENSG00000134463	79746	ECHDC3	10	enoyl-CoA hydratase domain containing 3	protein_coding
ENSG00000148426	254427	PROSER2	10	proline and serine rich 2	protein_coding
ENSG00000151461	26019	UPF2	10	UPF2 regulator of nonsense mediated mRNA decay	protein_coding
ENSG00000181192	55526	DHTKD1	10	dehydrogenase E1 and transketolase domain containing 1	protein_coding
ENSG00000065665	55176	SEC61A2	10	SEC61 translocon alpha 2 subunit	protein_coding
ENSG00000165609	11164	NUDT5	10	nudix hydrolase 5	protein_coding
ENSG00000151465	8872	CDC123	10	cell division cycle 123	protein_coding
ENSG00000123240	10133	OPTN	10	optineurin	protein_coding
ENSG00000065328	55388	MCM10	10	minichromosome maintenance 10 replication initiation factor	protein_coding
ENSG00000107537	5264	PHYH	10	phytanoyl-CoA 2-hydroxylase	protein_coding
ENSG00000086475	22929	SEPHS1	10	selenophosphate synthetase 1	protein_coding
ENSG00000165626	222389	BEND7	10	BEN domain containing 7	protein_coding
ENSG00000165630	8559	PRPF18	10	pre-mRNA processing factor 18	protein_coding
ENSG00000151474	55691	FRMD4A	10	FERM domain containing 4A	protein_coding
ENSG00000065809	83641	FAM107B	10	family with sequence similarity 107 member B	protein_coding
ENSG00000187522	51182	HSPA14	10	heat shock protein family A (Hsp70) member 14	protein_coding
ENSG00000152455	79723	SUV39H2	10	suppressor of variegation 3-9 homolog 2	protein_coding
ENSG00000152457	64421	DCLRE1C	10	DNA cross-link repair 1C	protein_coding
ENSG00000152464	10557	RPP38	10	ribonuclease P/MRP subunit p38	protein_coding
ENSG00000152465	9397	NMT2	10	N-myristoyltransferase 2	protein_coding
ENSG00000148468	221061	FAM171A1	10	family with sequence similarity 171 member A1	protein_coding
ENSG00000148481	80013	MINDY3	10	MINDY lysine 48 deubiquitinase 3	protein_coding
ENSG00000148484	6251	RSU1	10	Ras suppressor protein 1	protein_coding
ENSG00000107611	8029	CUBN	10	cubilin	protein_coding
ENSG00000107614	1787	TRDMT1	10	tRNA aspartic acid methyltransferase 1	protein_coding
ENSG00000229124	NA	VIM-AS1	10	VIM antisense RNA 1	lncRNA
ENSG00000026025	7431	VIM	10	vimentin	protein_coding
ENSG00000148488	338596	ST8SIA6	10	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	protein_coding
ENSG00000165996	9200	HACD1	10	3-hydroxyacyl-CoA dehydratase 1	protein_coding
ENSG00000260589	NA	STAM-AS1	10	STAM antisense RNA 1 (head to head)	lncRNA
ENSG00000136738	8027	STAM	10	signal transducing adaptor molecule	protein_coding
ENSG00000260314	4360	MRC1	10	mannose receptor C-type 1	protein_coding
ENSG00000241058	221078	NSUN6	10	NOP2/Sun RNA methyltransferase 6	protein_coding
ENSG00000165997	221079	ARL5B	10	ADP ribosylation factor like GTPase 5B	protein_coding
ENSG00000078114	10529	NEBL	10	nebulette	protein_coding
ENSG00000204682	399726	MIR1915HG	10	MIR1915 host gene	lncRNA
ENSG00000180592	387640	SKIDA1	10	SKI/DACH domain containing 1	protein_coding
ENSG00000078403	8028	MLLT10	10	MLLT10 histone lysine methyltransferase DOT1L cofactor	protein_coding
ENSG00000136770	64215	DNAJC1	10	DnaJ heat shock protein family (Hsp40) member C1	protein_coding
ENSG00000148444	23412	COMMD3	10	COMM domain containing 3	protein_coding
ENSG00000168283	648	BMI1	10	BMI1 proto-oncogene, polycomb ring finger	protein_coding
ENSG00000150867	5305	PIP4K2A	10	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	protein_coding
ENSG00000148450	22921	MSRB2	10	methionine sulfoxide reductase B2	protein_coding
ENSG00000165312	220213	OTUD1	10	OTU deubiquitinase 1	protein_coding
ENSG00000107863	57584	ARHGAP21	10	Rho GTPase activating protein 21	protein_coding
ENSG00000099256	56952	PRTFDC1	10	phosphoribosyl transferase domain containing 1	protein_coding
ENSG00000185875	79896	THNSL1	10	threonine synthase like 1	protein_coding
ENSG00000148459	23590	PDSS1	10	decaprenyl diphosphate synthase subunit 1	protein_coding
ENSG00000136754	10006	ABI1	10	abl interactor 1	protein_coding
ENSG00000107890	22852	ANKRD26	10	ankyrin repeat domain 26	protein_coding
ENSG00000136758	10730	YME1L1	10	YME1 like 1 ATPase	protein_coding
ENSG00000120539	84930	MASTL	10	microtubule associated serine/threonine kinase like	protein_coding
ENSG00000107897	91452	ACBD5	10	acyl-CoA binding domain containing 5	protein_coding
ENSG00000099246	22931	RAB18	10	RAB18, member RAS oncogene family	protein_coding
ENSG00000254635	NA	WAC-AS1	10	WAC antisense RNA 1 (head to head)	lncRNA
ENSG00000095787	51322	WAC	10	WW domain containing adaptor with coiled-coil	protein_coding
ENSG00000095739	25805	BAMBI	10	BMP and activin membrane bound inhibitor	protein_coding
ENSG00000197321	6840	SVIL	10	supervillin	protein_coding
ENSG00000165757	57608	JCAD	10	junctional cadherin 5 associated	protein_coding
ENSG00000107951	55149	MTPAP	10	mitochondrial poly(A) polymerase	protein_coding
ENSG00000107968	1326	MAP3K8	10	mitogen-activated protein kinase kinase kinase 8	protein_coding
ENSG00000183621	220929	ZNF438	10	zinc finger protein 438	protein_coding
ENSG00000237036	220930	ZEB1-AS1	10	ZEB1 antisense RNA 1	lncRNA
ENSG00000148516	6935	ZEB1	10	zinc finger E-box binding homeobox 1	protein_coding
ENSG00000165322	94134	ARHGAP12	10	Rho GTPase activating protein 12	protein_coding
ENSG00000170759	3799	KIF5B	10	kinesin family member 5B	protein_coding
ENSG00000120616	80314	EPC1	10	enhancer of polycomb homolog 1	protein_coding
ENSG00000216937	79741	CCDC7	10	coiled-coil domain containing 7	protein_coding
ENSG00000150093	3688	ITGB1	10	integrin subunit beta 1	protein_coding
ENSG00000099250	8829	NRP1	10	neuropilin 1	protein_coding
ENSG00000148498	56288	PARD3	10	par-3 family cell polarity regulator	protein_coding
ENSG00000108094	8453	CUL2	10	cullin 2	protein_coding
ENSG00000095794	1390	CREM	10	cAMP responsive element modulator	protein_coding
ENSG00000108100	219771	CCNY	10	cyclin Y	protein_coding
ENSG00000177283	8325	FZD8	10	frizzled class receptor 8	protein_coding
ENSG00000198105	57209	ZNF248	10	zinc finger protein 248	protein_coding
ENSG00000175395	219749	ZNF25	10	zinc finger protein 25	protein_coding
ENSG00000189180	7581	ZNF33A	10	zinc finger protein 33A	protein_coding
ENSG00000075407	7587	ZNF37A	10	zinc finger protein 37A	protein_coding
ENSG00000185904	NA	LINC00839	10	long intergenic non-protein coding RNA 839	lncRNA
ENSG00000196693	7582	ZNF33B	10	zinc finger protein 33B	protein_coding
ENSG00000165733	9790	BMS1	10	BMS1 ribosome biogenesis factor	protein_coding
ENSG00000169826	55454	CSGALNACT2	10	chondroitin sulfate N-acetylgalactosaminyltransferase 2	protein_coding
ENSG00000169813	3185	HNRNPF	10	heterogeneous nuclear ribonucleoprotein F	protein_coding
ENSG00000243660	642819	ZNF487	10	zinc finger protein 487	protein_coding
ENSG00000169740	7580	ZNF32	10	zinc finger protein 32	protein_coding
ENSG00000107551	83937	RASSF4	10	Ras association domain family member 4	protein_coding
ENSG00000165507	11067	DEPP1	10	DEPP1 autophagy regulator	protein_coding
ENSG00000165512	7570	ZNF22	10	zinc finger protein 22	protein_coding
ENSG00000165406	220972	MARCH8	10	membrane associated ring-CH-type finger 8	protein_coding
ENSG00000172661	253725	WASHC2C	10	WASH complex subunit 2C	protein_coding
ENSG00000188234	119016	AGAP4	10	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	protein_coding
ENSG00000265354	100287932	TIMM23	10	translocase of inner mitochondrial membrane 23	protein_coding
ENSG00000266412	8031	NCOA4	10	nuclear receptor coactivator 4	protein_coding
ENSG00000204172	642517	AGAP9	10	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	protein_coding
ENSG00000107643	5599	MAPK8	10	mitogen-activated protein kinase 8	protein_coding
ENSG00000128805	58504	ARHGAP22	10	Rho GTPase activating protein 22	protein_coding
ENSG00000128815	57705	WDFY4	10	WDFY family member 4	protein_coding
ENSG00000225830	2074	ERCC6	10	ERCC excision repair 6, chromatin remodeling factor	protein_coding
ENSG00000227345	8505	PARG	10	poly(ADP-ribose) glycohydrolase	protein_coding
ENSG00000204152	100652748	TIMM23B	10	translocase of inner mitochondrial membrane 23 homolog B	protein_coding
ENSG00000204149	414189	AGAP6	10	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	protein_coding
ENSG00000099290	387680	WASHC2A	10	WASH complex subunit 2A	protein_coding
ENSG00000198964	259230	SGMS1	10	sphingomyelin synthase 1	protein_coding
ENSG00000204147	653308	ASAH2B	10	N-acylsphingosine amidohydrolase 2B	protein_coding
ENSG00000177613	23283	CSTF2T	10	cleavage stimulation factor subunit 2 tau variant	protein_coding
ENSG00000107984	22943	DKK1	10	dickkopf WNT signaling pathway inhibitor 1	protein_coding
ENSG00000122952	11130	ZWINT	10	ZW10 interacting kinetochore protein	protein_coding
ENSG00000151151	253430	IPMK	10	inositol polyphosphate multikinase	protein_coding
ENSG00000122873	55847	CISD1	10	CDGSH iron sulfur domain 1	protein_coding
ENSG00000072401	7321	UBE2D1	10	ubiquitin conjugating enzyme E2 D1	protein_coding
ENSG00000108064	7019	TFAM	10	transcription factor A, mitochondrial	protein_coding
ENSG00000108091	8030	CCDC6	10	coiled-coil domain containing 6	protein_coding
ENSG00000151150	288	ANK3	10	ankyrin 3	protein_coding
ENSG00000170312	983	CDK1	10	cyclin dependent kinase 1	protein_coding
ENSG00000072422	9886	RHOBTB1	10	Rho related BTB domain containing 1	protein_coding
ENSG00000150347	84159	ARID5B	10	AT-rich interaction domain 5B	protein_coding
ENSG00000182010	219790	RTKN2	10	rhotekin 2	protein_coding
ENSG00000181915	84890	ADO	10	2-aminoethanethiol dioxygenase	protein_coding
ENSG00000148572	29982	NRBF2	10	nuclear receptor binding factor 2	protein_coding
ENSG00000171988	221037	JMJD1C	10	jumonji domain containing 1C	protein_coding
ENSG00000272767	NA	JMJD1C-AS1	10	JMJD1C antisense RNA 1	lncRNA
ENSG00000165476	221035	REEP3	10	receptor accessory protein 3	protein_coding
ENSG00000228065	NA	LINC01515	10	long intergenic non-protein coding RNA 1515	lncRNA
ENSG00000108176	56521	DNAJC12	10	DnaJ heat shock protein family (Hsp40) member C12	protein_coding
ENSG00000096717	23411	SIRT1	10	sirtuin 1	protein_coding
ENSG00000148634	26091	HERC4	10	HECT and RLD domain containing E3 ubiquitin protein ligase 4	protein_coding
ENSG00000108187	64081	PBLD	10	phenazine biosynthesis like protein domain containing	protein_coding
ENSG00000096746	3189	HNRNPH3	10	heterogeneous nuclear ribonucleoprotein H3	protein_coding
ENSG00000204130	55680	RUFY2	10	RUN and FYVE domain containing 2	protein_coding
ENSG00000138346	1763	DNA2	10	DNA replication helicase/nuclease 2	protein_coding
ENSG00000122912	8034	SLC25A16	10	solute carrier family 25 member 16	protein_coding
ENSG00000060339	55749	CCAR1	10	cell division cycle and apoptosis regulator 1	protein_coding
ENSG00000165730	219736	STOX1	10	storkhead box 1	protein_coding
ENSG00000107625	79009	DDX50	10	DExD-box helicase 50	protein_coding
ENSG00000165732	9188	DDX21	10	DExD-box helicase 21	protein_coding
ENSG00000198954	26128	KIF1BP	10	KIF1 binding protein	protein_coding
ENSG00000122862	5552	SRGN	10	serglycin	protein_coding
ENSG00000122958	9559	VPS26A	10	VPS26, retromer complex component A	protein_coding
ENSG00000156502	6832	SUPV3L1	10	Suv3 like RNA helicase	protein_coding
ENSG00000156515	3098	HK1	10	hexokinase 1	protein_coding
ENSG00000099282	23555	TSPAN15	10	tetraspanin 15	protein_coding
ENSG00000197467	1305	COL13A1	10	collagen type XIII alpha 1 chain	protein_coding
ENSG00000099284	55506	H2AFY2	10	H2A histone family member Y2	protein_coding
ENSG00000042286	84883	AIFM2	10	apoptosis inducing factor mitochondria associated 2	protein_coding
ENSG00000156521	219743	TYSND1	10	trypsin domain containing 1	protein_coding
ENSG00000079332	56681	SAR1A	10	secretion associated Ras related GTPase 1A	protein_coding
ENSG00000180817	5464	PPA1	10	pyrophosphatase (inorganic) 1	protein_coding
ENSG00000172731	55222	LRRC20	10	leucine rich repeat containing 20	protein_coding
ENSG00000148730	1979	EIF4EBP2	10	eukaryotic translation initiation factor 4E binding protein 2	protein_coding
ENSG00000107719	27143	PALD1	10	phosphatase domain containing paladin 1	protein_coding
ENSG00000166224	8879	SGPL1	10	sphingosine-1-phosphate lyase 1	protein_coding
ENSG00000166228	5092	PCBD1	10	pterin-4 alpha-carbinolamine dehydratase 1	protein_coding
ENSG00000107731	219699	UNC5B	10	unc-5 netrin receptor B	protein_coding
ENSG00000237512	NA	UNC5B-AS1	10	UNC5B antisense RNA 1	lncRNA
ENSG00000198246	55315	SLC29A3	10	solute carrier family 29 member 3	protein_coding
ENSG00000107738	64115	VSIR	10	V-set immunoregulatory receptor	protein_coding
ENSG00000197746	5660	PSAP	10	prosaposin	protein_coding
ENSG00000122863	9469	CHST3	10	carbohydrate sulfotransferase 3	protein_coding
ENSG00000138303	51008	ASCC1	10	activating signal cointegrator 1 complex subunit 1	protein_coding
ENSG00000166295	119504	ANAPC16	10	anaphase promoting complex subunit 16	protein_coding
ENSG00000168209	54541	DDIT4	10	DNA damage inducible transcript 4	protein_coding
ENSG00000148719	54788	DNAJB12	10	DnaJ heat shock protein family (Hsp40) member B12	protein_coding
ENSG00000107745	10367	MICU1	10	mitochondrial calcium uptake 1	protein_coding
ENSG00000156026	90550	MCU	10	mitochondrial calcium uniporter	protein_coding
ENSG00000122884	5033	P4HA1	10	prolyl 4-hydroxylase subunit alpha 1	protein_coding
ENSG00000166321	25961	NUDT13	10	nudix hydrolase 13	protein_coding
ENSG00000122882	11319	ECD	10	ecdysoneless cell cycle regulator	protein_coding
ENSG00000138286	317662	FAM149B1	10	family with sequence similarity 149 member B1	protein_coding
ENSG00000213551	23234	DNAJC9	10	DnaJ heat shock protein family (Hsp40) member C9	protein_coding
ENSG00000182180	51021	MRPS16	10	mitochondrial ribosomal protein S16	protein_coding
ENSG00000138279	310	ANXA7	10	annexin A7	protein_coding
ENSG00000107758	5532	PPP3CB	10	protein phosphatase 3 catalytic subunit beta	protein_coding
ENSG00000166348	159195	USP54	10	ubiquitin specific peptidase 54	protein_coding
ENSG00000172650	729092	AGAP5	10	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	protein_coding
ENSG00000176986	9632	SEC24C	10	SEC24 homolog C, COPII coat complex component	protein_coding
ENSG00000196968	170384	FUT11	10	fucosyltransferase 11	protein_coding
ENSG00000172586	118487	CHCHD1	10	coiled-coil-helix-coiled-coil-helix domain containing 1	protein_coding
ENSG00000214655	23053	ZSWIM8	10	zinc finger SWIM-type containing 8	protein_coding
ENSG00000166507	8509	NDST2	10	N-deacetylase and N-sulfotransferase 2	protein_coding
ENSG00000148660	818	CAMK2G	10	calcium/calmodulin dependent protein kinase II gamma	protein_coding
ENSG00000122861	5328	PLAU	10	plasminogen activator, urokinase	protein_coding
ENSG00000035403	7414	VCL	10	vinculin	protein_coding
ENSG00000185009	26985	AP3M1	10	adaptor related protein complex 3 subunit mu 1	protein_coding
ENSG00000156110	132	ADK	10	adenosine kinase	protein_coding
ENSG00000156650	23522	KAT6B	10	lysine acetyltransferase 6B	protein_coding
ENSG00000156671	142891	SAMD8	10	sterile alpha motif domain containing 8	protein_coding
ENSG00000165637	7417	VDAC2	10	voltage dependent anion channel 2	protein_coding
ENSG00000165644	118881	COMTD1	10	catechol-O-methyltransferase domain containing 1	protein_coding
ENSG00000165655	84858	ZNF503	10	zinc finger protein 503	protein_coding
ENSG00000156113	3778	KCNMA1	10	potassium calcium-activated channel subfamily M alpha 1	protein_coding
ENSG00000151208	9231	DLG5	10	discs large MAGUK scaffold protein 5	protein_coding
ENSG00000148606	11128	POLR3A	10	RNA polymerase III subunit A	protein_coding
ENSG00000138326	6229	RPS24	10	ribosomal protein S24	protein_coding
ENSG00000108175	57178	ZMIZ1	10	zinc finger MIZ-type containing 1	protein_coding
ENSG00000108179	10105	PPIF	10	peptidylprolyl isomerase F	protein_coding
ENSG00000165424	219654	ZCCHC24	10	zinc finger CCHC-type containing 24	protein_coding
ENSG00000253626	143244	EIF5AL1	10	eukaryotic translation initiation factor 5A like 1	protein_coding
ENSG00000225484	NA	NUTM2B-AS1	10	NUTM2B antisense RNA 1	lncRNA
ENSG00000133678	80195	TMEM254	10	transmembrane protein 254	protein_coding
ENSG00000189129	219348	PLAC9	10	placenta associated 9	protein_coding
ENSG00000122359	311	ANXA11	10	annexin A11	protein_coding
ENSG00000122378	84293	PRXL2A	10	peroxiredoxin like 2A	protein_coding
ENSG00000108219	81619	TSPAN14	10	tetraspanin 14	protein_coding
